"Name","Pos.","Weight","Height","Body.Fat","Vertical","Wingspan","Standing.Reach","T.Q..Spring","L.A.T.","Season","NSeasons"
"David Lighty","SG",216.2,78.5,6.5,33,80,101,3.25,10.81,2011,0
"Shelvin Mack","PG",209,74.5,7.1,39,79.5,96.5,3.18,11.23,2011,7
"Demetri McCamey","PG",204,75.25,6.1,33,78.25,99.5,3.19,11.55,2011,0
"E'Twaun Moore","SG",191.4,76,7.6,34.5,81.5,99.5,3.31,11.12,2011,7
"Darius Morris","PG-SG",190,77.25,5.3,32,79.5,102,3.2,11,2011,4
"Marcus Morris","PF-SF",229.6,80.75,8,33,82,105.5,3.15,0,2011,7
"Markieff Morris","PF",240.8,81.25,10.2,31.5,82.75,106.5,3.4,0,2011,7
"Chandler Parsons","SF",221.2,81.75,7,31.5,81.5,104.5,3.29,11.05,2011,7
"Jereme Richmond","SF",207.2,79.25,5.5,33.5,82.25,106.5,3.02,11.74,2011,0
"Josh Selby","SG-PG",194.6,75,7.9,42,77.25,98,3.2,11.13,2011,2
"Iman Shumpert","PG-SG",221.8,77.5,6.5,42,81.5,99.5,3.18,11.1,2011,7
"Kyle Singler","SF",228,80.5,10,30,82.1,106,3.21,11.22,2011,6
"Chris Singleton","SF",230.2,81,7.4,37.5,85,103.5,3.09,11.33,2011,3
"Jamie Skeen","PF",241.6,80,9.8,30.5,85.25,106.5,3.46,12.43,2011,0
"Gregory Smith","PF-C",252.8,81.25,7.4,36,86.5,106.5,3.36,12.43,2011,0
"Nolan Smith","PG",187.6,75.5,5.6,34,77.5,99,3.17,11.05,2011,2
"Isaiah Thomas","PG",186,70.25,6.7,40,73.75,91.5,3.14,10.49,2011,7
"Malcolm Thomas","PF",223,80.75,5.9,36.5,84.5,107.5,3.29,11.31,2011,4
"Trey Thompkins","PF",239,81.75,15.5,30.5,85,107.5,3.41,11.72,2011,1
"Klay Thompson","SG",205.6,79.25,8,31.5,81,103.5,3.24,10.99,2011,7
"Tristan Thompson","PF",227.4,80.75,6.2,35,85.25,108.5,3.26,10.92,2011,7
"Jeremy Tyler","PF-C",262.4,82.5,13.4,33.5,89,110.5,3.29,11.26,2011,3
"Nikola Vucevic","PF-C",259.8,83.75,6.1,25,88.5,112.5,3.27,12.02,2011,7
"Kemba Walker","PG",184,73,5.9,39.5,75.5,91.5,3.16,10.87,2011,7
"Derrick Williams","PF-SF",248.4,80.75,10.8,34.5,85.5,108,3.23,11.03,2011,6
"Jordan Williams","PF",247.2,81,12.1,30.5,84.25,106.5,3.45,12.74,2011,1
"Quincy Acy","PF",223.8,79.75,7.1,37,86.75,106.5,3.28,10.48,2012,6
"Harrison Barnes","SF-SG",227.8,80,9.6,39.5,83.25,101.5,3.16,10.93,2012,6
"Will Barton","SG-SF",174.4,78,4.1,34,81.75,102.5,3.6,12.5,2012,6
"Bradley Beal","SG",201.8,76.75,6,39,80,100,3.28,10.95,2012,6
"J'Covan Brown","PG",202.4,74.25,12.5,29.5,77.25,96,3.47,11.68,2012,0
"William Buford","SG-SF",214.6,77,11.3,32.5,81.5,102,3.43,11.4,2012,0
"Jae Crowder","SF",241.2,78.5,9,34.5,81.25,99.5,3.37,11.45,2012,6
"Jared Cunningham","SG-PG",187.6,77,3.6,0,78.5,98,0,0,2012,4
"Anthony Davis","PF-C",221.8,82.5,7.9,0,89.5,108,0,0,2012,6
"Marcus Denmon","SG",188.2,75.25,6.6,40,77,94.5,3.19,10.82,2012,0
"Andre Drummond","C",278.6,83.75,7.5,33.5,90.25,109.5,3.39,10.83,2012,6
"Kim English","SG",192,77.75,4.3,36.5,78.5,98,3.33,10.59,2012,1
"Festus Ezeli","C-PF",264.2,83.5,5.5,33.5,89.75,108,3.29,12.35,2012,3
"Drew Gordon","PF",239,80.75,9.1,34,83.5,103.5,3.49,11.35,2012,1
"Draymond Green","PF-SF",235.6,79.5,11.3,33,85.25,105,3.4,11.01,2012,6
"JaMychal Green","PF",217.4,81,9.8,32.5,86.25,106.5,3.38,10.63,2012,4
"Maurice Harkless","SF",206.6,80.75,5.3,37,84,102.5,3.25,10.87,2012,6
"John Henson","PF",216,82.5,8.6,30,89,112,0,0,2012,6
"Tu Holloway","PG",186.8,71.75,8.5,35,77.5,94.5,3.42,11,2012,0
"Robbie Hummel","SF",218,80.5,9.4,30,80.5,102,3.41,11.56,2012,2
"Bernard James","PF",229.8,82,5,32.5,87,108.5,3.4,11.84,2012,3
"John Jenkins","SG",212,76.25,7.1,36.5,80.5,98,3.37,11.36,2012,5
"Orlando Johnson","SG",223.8,77.25,7,39.5,83.25,99,3.25,10.98,2012,3
"Darius Johnson-Odom","SG",212,75,7,41.5,79,96,3.21,10.76,2012,2
"Perry Jones","PF-SF",233.8,83.25,4.6,38.5,85.75,107,3.19,11.31,2012,3
"Terrence Jones","PF-SF",252,81.5,7.7,34.5,86.25,107,3.4,11.57,2012,5
"Kevin Jones","PF",251.2,79.5,11.2,32.5,85.5,105,3.6,11.94,2012,1
"Kris Joseph","SG",215,79,8.6,35,83,104,3.46,0,2012,1
"Michael Kidd-Gilchrist","SF",232.8,79.5,7,35.5,84,104.5,3.18,11.77,2012,6
"Doron Lamb","SG-PG",199.4,76.75,6.7,33.5,78.75,98.5,3.41,11.12,2012,2
"Jeremy Lamb","SG",179.2,77.25,4.5,38,83,102,3.25,10.98,2012,6
"Meyers Leonard","C",249.8,85.25,5.7,32.5,87,108,3.41,11.34,2012,6
"Damian Lillard","PG",188.8,74.75,5.9,39.5,79.75,95.5,3.34,11.15,2012,6
"Scott Machado","PG",205.8,74,5.8,32.5,76,94.5,3.3,11.26,2012,1
"Kendall Marshall","PG",198.4,76.25,7.8,37,77.5,96,3.23,12.03,2012,4
"Fab Melo","C",255,84,9.2,31,86.5,110,3.44,12.14,2012,1
"Khris Middleton","SF",216.2,80.25,7.8,31,82.75,103,3.47,11.45,2012,6
"Darius Miller","SF-SG",233.4,79.5,7.5,37,81,101,3.31,11.34,2012,4
"Quincy Miller","SF",218.7,82,7.8,36,85.25,105,3.48,11.05,2012,3
"Tony Mitchell","SG",216.4,78.25,5.7,40,82,100,3.47,11.72,2012,1
"Arnett Moultrie","PF",232.8,82.75,7.7,37.5,86.25,106.5,3.22,11.32,2012,2
"Kevin Murphy","SG",194,78.25,5.8,36.5,78.75,99,3.42,10.97,2012,1
"Andrew Nicholson","PF",234,81.5,7.6,30.5,88,107,3.67,11.89,2012,5
"Kyle O'Quinn","PF",240.8,82,8,31.5,88.75,106.5,3.53,11.65,2012,6
"Miles Plumlee","PF-C",252.4,83.75,11.4,40.5,84.75,105.5,3.36,10.64,2012,6
"Austin Rivers","SG-PG",202.8,77,6.2,37.5,79.25,96.5,3.32,11.54,2012,6
"Thomas Robinson","PF",244.2,80.75,5,35.5,87.25,106,3.17,11.96,2012,5
"Terrence Ross","SG-SF",196.6,79,3.2,37.5,79.25,100.5,3.28,11.78,2012,6
"Tomas Satoransky","PG-SG",200.6,79.5,5.2,0,79.25,100,0,0,2012,2
"Mike Scott","PF",240.8,80.75,10.6,32.5,82.75,104,3.44,11.59,2012,6
"Henry Sims","C-PF",241.2,83.75,7.7,29.5,88,108,3.44,12.33,2012,4
"Jared Sullinger","PF",268.2,81,10.7,31,85.25,105.5,3.81,12.77,2012,5
"Jeff Taylor","SF-SG",212.8,79.25,4.2,40,78.25,101.5,3.29,10.87,2012,0
"Jordan Taylor","PG",192.8,74,5.5,36.5,75,92.5,3.19,10.57,2012,0
"Tyshawn Taylor","PG",177,76,4.2,36.5,78.25,97.5,3.2,11.48,2012,2
"Marquis Teague","PG",179.8,74,6.3,40.5,79.25,96.5,3.19,10.65,2012,2
"Hollis Thompson","SF",206,80,6,36.5,81.5,102.5,3.38,11.72,2012,4
"Dion Waiters","SG",221,76,8.5,0,79.25,98,0,0,2012,6
"Royce White","PF",260.6,80,10.6,0,84,104.5,0,0,2012,1
"Tony Wroten","PG",203.2,78,5.2,35.5,81,101,3.24,10.75,2012,4
"Tyler Zeller","PF-C",247.4,84.5,6.4,34,84,104.5,3.4,11.13,2012,6
"Steven Adams","C",254.5,84,6.65,33,88.5,109.5,3.4,11.85,2013,5
"Vander Blue","SG",197.4,77.25,4.6,37.5,78,100.5,3.14,10.4,2013,3
"Lorenzo Brown","PG",189.2,77.25,3.95,34,79,100,3.4,11.78,2013,4
"Reggie Bullock","SG-SF",199.8,79,6.95,36.5,80.75,102,3.31,11.33,2013,5
"Trey Burke","PG",187,73.25,6.9,36.5,77.5,97.5,3.16,11.2,2013,5
"Kentavious Caldwell-Pope","SG",203.6,77.5,6.45,34.5,80,100.5,3.12,10.6,2013,5
"Isaiah Canaan","PG",188.4,72,5.9,40.5,76.5,94.5,3.22,10.98,2013,5
"Jackie Carmichael","PF",241.2,81,5.8,32,85.5,107,3.35,11.83,2013,0
"Michael Carter-Williams","PG",184.4,77.75,4.4,41,79.25,101,3.22,10.68,2013,5
"Will Clyburn","SF-SG",210.4,79,6.85,34.5,84.25,105,3.38,11.68,2013,0
"Robert Covington","SF-PF",208.6,79.5,4.7,36,85.75,106,3.34,11.69,2013,5
"Allen Crabbe","SG",197.4,78.25,4.65,36,83.25,103.5,3.32,10.67,2013,5
"Seth Curry","SG",179.2,75,9.6,0,76,97.5,0,0,2013,4
"Brandon Davies","PF",241.8,82.25,8.6,31.5,85.5,108.5,3.5,11.22,2013,2
"Dewayne Dedmon","C",238.8,83.5,8.35,32.5,88,109,3.4,12.75,2013,5
"Gorgui Dieng","C",229.6,82.75,5.35,0,87.5,111.5,0,0,2013,5
"James Ennis","SF",200.8,79,4.5,36.5,83.5,104.5,3.4,11.55,2013,4
"Carrick Felix","SF-SG",202.6,78.25,3.3,38.5,81.25,103.5,3.25,11.16,2013,1
"Jamaal Franklin","SG-SF",190.8,77.25,8.25,0,83.25,103.5,0,0,2013,2
"Rudy Gobert","C",237.6,86,4.4,29,92.5,115,3.57,12.85,2013,5
"Archie Goodwin","SG",189,77.25,4.55,36,81.5,102,3.27,10.75,2013,4
"Erick Green","PG",178.2,75,4.35,0,77.75,98,0,0,2013,2
"Tim Hardaway Jr.","SG",199.4,78.25,6.05,37.5,79,101,3.25,10.68,2013,0
"Solomon Hill","SF",226,79,7.6,37.5,81,103,3.19,10.77,2013,4
"Richard Howell","PF",249.6,79.5,8.75,0,82.25,105.5,0,0,2013,0
"Colton Iverson","C",262.8,84,9.6,30,86,110,3.52,11.52,2013,0
"Pierre Jackson","PG",176,70.5,4.5,0,70,90,0,0,2013,1
"Grant Jerrett","PF",232,82.25,10.05,34,86,109,3.51,11.85,2013,1
"Myck Kabongo","PG",180.4,74.75,6,33.5,78.25,98,3.44,10.64,2013,0
"Kenny Kadji","PF-C",241.6,82,7.45,38,87,106.5,3.44,11.47,2013,0
"Ryan Kelly","PF",228,83.75,14.75,0,83.5,110,0,0,2013,4
"Shane Larkin","PG",170.8,71.5,3.8,44,70.75,89.5,3.08,10.64,2013,4
"Ricky Ledo","SG",197.2,78,10.25,33.5,79.25,102.5,3.32,10.72,2013,2
"Alex Len","C",0,0,6.4,0,87.5,0,0,0,2013,5
"CJ Leslie","PF-SF",209.2,80.75,7.95,40.5,86.25,104.5,3.1,10.19,2013,0
"Trevor Mbakwe","PF",235.8,80,5.9,36.5,88,106.5,3.32,12.01,2013,0
"Ray McCallum","PG",191.4,73.75,7.3,40,75.25,96.5,3.25,10.82,2013,3
"CJ McCollum","PG-SG",197,75.25,8.6,38.5,78.25,96.5,3.32,11.02,2013,0
"Ben McLemore","SG",189.2,76.75,5,42,79.75,100.5,3.27,11.87,2013,5
"Tony Mitchell","PF-SF",236.4,80.75,5.55,38,86.5,106.5,3.52,11.82,2013,1
"Shabazz Muhammad","SF-SG",221.8,78.25,9,37,83,104.5,3.32,10.99,2013,5
"Erik Murphy","PF",239.8,81.5,7.95,29.5,82.5,108,3.57,12.19,2013,1
"Mike Muscala","C-PF",230.2,83.5,6.8,33.5,85,108,3.44,11.76,2013,5
"Nerlens Noel","C",206.4,83.75,4.15,0,87.75,110,0,0,2013,4
"Victor Oladipo","SG",213.2,76.25,6.55,42,81.25,100.5,3.25,10.69,2013,5
"Kelly Olynyk","PF-C",234,84,6.65,29.5,81.75,108,3.59,11.42,2013,5
"Brandon Paul","SG",201,76,5.25,39.5,82.25,98,3.37,11.16,2013,1
"Norvel Pelle","PF-C",207.2,82.5,5.15,34.5,86.5,109,3.32,11.49,2013,0
"Mason Plumlee","C-PF",238.2,84.5,6.15,36,83,108,3.29,10.89,2013,5
"Otto Porter","SF",197.6,80.5,6.65,36,85.5,105.5,3.4,11.25,2013,5
"Phil Pressey","PG",177,71.5,4.7,38.5,74.25,92,3.13,10.86,2013,3
"Glen Rice","SF-SG",210.8,77.75,8.45,40.5,81.25,101.5,3.25,10.99,2013,7
"Andre Roberson","PF-SF",205.8,79,7.05,36.5,83,104.5,3.34,11.36,2013,5
"Dennis Schroder","PG",164.8,74,4.1,34,79.75,98,3.21,11.09,2013,5
"Peyton Siva","PG",180.6,73,6.05,41.5,75,93,3.16,10.59,2013,1
"Tony Snell","SF-SG",198.2,79.25,4.85,36.5,83.5,105.5,3.25,11.36,2013,5
"James Southerland","SF-PF",220.6,80,8.05,32,85,106,3.38,10.9,2013,1
"Adonis Thomas","SF",231.8,77.75,7.5,40.5,85,99,3.32,11.64,2013,1
"Deshaun Thomas","SF",219.8,79,9.1,32,82,104,3.53,12.94,2013,0
"Jeff Withey","C",221.8,84.5,8.65,29,86,110.5,3.47,12.49,2013,5
"Nate Wolters","PG",196.4,76.75,5.5,0,75.75,98,0,0,2013,3
"BJ Young","SG-PG",178.8,75.5,4.7,0,80.25,99,0,0,2013,0
"Cody Zeller","C-PF",230,84.25,4.75,37.5,82.75,106,3.15,10.82,2013,5
"Jordan Adams","SG",208.8,76.75,10.8,29.5,82,102,3.5,12.13,2014,2
"Kyle Anderson","SF",230.1,80.5,13.35,0,86.75,107.5,0,0,2014,4
"Thanasis Antetokounmpo","SF",205.2,78.25,6.05,39.5,84,104.5,3.18,11.39,2014,1
"Isaiah Austin","PF",219.5,84.5,7.5,29.5,88.5,112.5,3.55,11,2014,0
"Jordan Bachynski","PF",254.1,86,7.45,33,88,108.5,3.36,12.15,2014,0
"Cameron Bairstow","PF",252.4,81.75,8.7,33.5,84.75,107,3.37,11.39,2014,2
"Khem Birch","PF",208.8,81.25,6,35.5,85,107,3.26,11.6,2014,1
"Jabari Brown","SG",201.9,76.25,6.05,32,80.25,100,3.5,11.6,2014,1
"Markel Brown","SG",184.4,75.5,4.2,43.5,80.75,100,3.18,12.62,2014,3
"Alec Brown","PF",231.2,85.25,7.7,30,85.5,109,3.48,12.05,2014,0
"Deonte Burton","PG",192.8,73.25,7.65,39.5,79,97.5,3.28,11.28,2014,0
"Jahii Carson","PG",179.6,71,6.45,43.5,74,93,3.24,11.26,2014,0
"Semaj Christon","PG",186,75.25,5.25,36.5,78.5,99,3.32,11.55,2014,1
"Jordan Clarkson","PG",186.3,77,4.3,38.5,80,98,3.28,10.76,2014,4
"Aaron Craft","PG",191.6,73.75,6.1,32,74,94.5,3.26,10.78,2014,0
"DeAndre Daniels","SF",196,80.5,3.85,32,86,106.5,3.44,11.46,2014,0
"Spencer Dinwiddie","PG",204.9,78,5.35,0,80.25,103,0,0,2014,4
"Cleanthony Early","SF",209.4,79.25,4.45,40,82.75,101.5,3.18,11.15,2014,2
"Melvin Ejim","SF",218.5,79,6.45,35,83.25,103.5,3.14,11.55,2014,0
"Tyler Ennis","PG",181.5,74.5,6.2,36,79.25,98,3.3,11.12,2014,4
"Dante Exum","SG",196.3,78,6.4,34.5,81.5,103,3.19,10.75,2014,2
"C.J. Fair","SF",218.1,80,5.05,35,81.5,104,3.32,11,2014,0
"Aaron Gordon","PF",220.1,80.75,5.05,39,83.75,105,3.27,10.81,2014,4
"Jerami Grant","SF",214,79.75,3.75,0,86.75,107,0,0,2014,4
"P.J. Hairston","SG",228.8,77.25,8.2,37,81,101,3.32,11.12,2014,2
"Gary Harris","SG",204.8,76.5,4.55,0,78.75,96,0,0,2014,4
"Joe Harris","SG",215,78.25,6.2,33.5,78,100,3.31,11.11,2014,4
"Rodney Hood","SF",208.2,80.5,7.45,36,80.5,103,3.38,11.21,2014,4
"Cory Jefferson","PF",218.4,81,5.25,37.5,84.5,105,3.36,12.63,2014,2
"Nick Johnson","SG",198,75,6.05,41.5,79.25,96.5,3.27,10.8,2014,1
